customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,signup_date,last_payment_date,zip,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,days_since_signup,days_since_last_payment,payment_delay,signup_missing,payment_missing
c104823,female,1,no,no,59.0,yes,no phone service,fiber,month-to-month,yes,credit card (automatic),68.53,1507.66,,2021-04-19,2022-04-14 14:40:59.463535,12189.0,yes,yes,no,no,unknown,unknown,36012,35652,1,0,0
c103690,female,0,yes,no,113.0,yes,multiple,fiber optic,annual,yes,electronic check,56.4,6373.2,,2015-01-01,2033-08-04 06:52:38.886245,unknown,yes,unknown,unknown,no,unknown,no,38312,31522,1,1,0
c100687,female,0,no,none,98.0,no,no,fiber optic,two year,n,bank transfer (automatic),99.62,9762.76,,2015-01-01,2015-01-01 00:00:00.000000,62634.0,no,no,unknown,no,no,no,38312,38312,1,1,1
c100612,male,yes,yes,no,74.0,no,no phone service,dsl,month-to-month,yes,electronic check,72.25,3500.385,,2021-01-31,2021-01-31 00:00:00.000000,93568.0,no,unknown,no,no,yes,yes,36090,36090,1,0,0
c103200,male,0,yes,no,63.0,no,no phone service,no,two year,no,bank transfer (automatic),49.92,3144.96,,2021-05-22,2027-01-19 14:09:31.376015,42872.0,no,no,unknown,yes,unknown,no,35979,33911,1,0,0
c102267,male,0,no,no,109.0,yes,yes,no,month-to-month,no,electronic check,99.97,10896.73,,2015-01-01,2015-01-01 00:00:00.000000,5657.0,yes,no,no,no,no,unknown,38312,38312,1,1,1
c107714,male,0,no,no,47.0,no,no,dsl,month-to-month,yes,electronic check,55.65,3500.385,,2018-09-03,2022-03-22 17:26:27.730948,87241.0,no,unknown,no,no,yes,no,36971,35674,1,0,0
c106342,female,0,no,no,65.0,yes,no phone service,fiber optic,month-to-month,no,credit card (automatic),93.77,6095.05,,2016-04-04,2016-04-04 00:00:00.000000,5956.0,unknown,no,no,unknown,no,no,37853,37853,1,0,0
c101898,female,1,no,yes,52.0,yes,unknown,fiber optic,month-to-month,yes,electronic check,58.18,3500.385,,2015-01-01,2020-09-22 14:14:56.849588,40447.0,unknown,no,yes,no,unknown,no,38312,36221,1,1,0
c106558,male,1,no,yes,54.0,no,yes,dsl,month-to-month,yes,electronic check,89.21,3500.385,,2021-10-15,2026-09-08 13:12:37.396117,32946.0,yes,no,yes,no,no,unknown,35833,34044,1,0,0
c100258,male,1,yes,unknown,8.0,no,no,fiber optic,month-to-month,no,bank transfer (automatic),44.0,352.0,,2015-06-12,2015-06-12 00:00:00.000000,19167.0,yes,no,no,unknown,yes,unknown,38150,38150,1,0,0
c102924,female,0,yes,no,59.0,yes,no,fiber,month-to-month,no,electronic check,82.35,2799.9,,2015-01-01,2020-06-12 10:15:07.189394,52569.0,unknown,no,no,no,yes,no,38312,36323,1,1,0
c102822,female,yes,no,,23.0,y,yes,no,month-to-month,yes,electronic check,76.49,1759.27,,2015-01-01,2018-09-11 20:47:38.823606,73173.0,no,yes,yes,unknown,no,unknown,38312,36962,1,1,0
c103339,female,0,no,no,8.0,no,no phone service,no,two year,yes,credit card (automatic),95.58,764.64,,2015-01-01,2022-09-13 12:13:42.858888,79227.0,no,no,no,yes,yes,unknown,38312,35500,1,1,0
c103525,male,0,y,unknown,25.0,yes,no phone service,fiber optic,month-to-month,yes,electronic check,55.7,1392.5,,2022-03-09,2024-07-11 19:58:46.002405,68470.0,no,yes,no,yes,unknown,yes,35688,34832,1,0,0
c104563,male,no,n,no,101.0,n,no phone service,dsl,month-to-month,no,mailed check,46.52,4698.52,,2016-11-24,2026-03-12 12:36:21.300997,29413.0,no,yes,yes,unknown,unknown,yes,37619,34224,1,0,0
c102285,female,0,no,none,24.0,no,no phone service,fiber optic,unknown,yes,electronic check,44.26,1062.24,,2017-03-14,2018-11-05 20:12:52.767688,73087.0,yes,unknown,no,unknown,yes,no,37509,36907,1,0,0
c107261,male,1,yes,no,82.0,yes,no phone service,fiber optic,month-to-month,no,mailed check,836.5,3500.385,,2016-04-07,2024-02-14 05:36:24.085691,63186.0,yes,yes,yes,no,unknown,no,37850,34981,1,0,0
c100484,male,1,no,none,39.0,no,no phone service,dsl,month-to-month,yes,electronic check,40.14,1565.46,,2015-01-01,2019-04-09 07:29:25.760525,67900.0,unknown,unknown,unknown,no,yes,unknown,38312,36753,1,1,0
c102211,female,0,yes,no,81.0,yes,no phone service,no,month-to-month,no,electronic check,120.75,9780.75,,2016-06-02,2016-06-02 00:00:00.000000,89866.0,no,no,no,yes,unknown,no,37794,37794,1,0,0
c104997,female,no,yes,no,28.0,no,no,fiber optic,month-to-month,no,mailed check,81.56,2283.68,,2017-04-26,2017-04-26 00:00:00.000000,39471.0,no,yes,unknown,no,unknown,no,37466,37466,1,0,0
c102555,female,0,no,no,7.0,yes,no phone service,fiber optic,month-to-month,no,electronic check,29.76,208.32,,2015-02-17,2015-10-25 21:18:37.788508,40100.0,unknown,no,unknown,yes,unknown,no,38265,38014,1,0,0
c100007,female,0,yes,no,66.0,n,yes,dsl,month-to-month,no,unknown,85.53,5644.98,,2017-08-08,2022-12-02 06:59:05.242085,49530.0,no,no,no,yes,no,yes,37362,35420,1,0,0
c103657,male,yes,yes,yes,96.0,yes,no phone service,fiber optic,one year,no,electronic check,61.34,5888.64,,2019-12-16,2026-12-24 08:15:32.573952,64479.0,yes,unknown,no,no,no,yes,36502,33937,1,0,0
c106822,female,0,no,yes,18.0,n,no,fiber optic,month-to-month,yes,bank transfer (automatic),109.8,1976.4,,2015-01-01,2016-07-25 12:22:13.566109,unknown,no,no,no,no,no,yes,38312,37741,1,1,0
c104402,female,0,no,no,53.0,no,yes,dsl,month-to-month,n,cheque,124.71,3500.385,,2018-10-30,2022-11-07 23:34:42.119839,27323.0,yes,yes,no,unknown,unknown,yes,36914,35444,1,0,0
c102426,male,0,no,no,32.0,yes,yes,fiber ®,two year,yes,mailed check,60.86,1947.52,,2015-01-01,2026-07-15 03:36:44.570557,71223.0,unknown,yes,no,no,no,unknown,38312,34099,1,1,0
c101814,male,yes,no,none,64.0,no,multiple,unknown,month-to-month,y,mailed check,71.59,4581.76,,2015-01-01,2022-03-26 10:38:19.158511,unknown,unknown,no,unknown,yes,unknown,unknown,38312,35671,1,1,0
c102274,female,no,no,no,51.0,yes,no phone service,fiber,month-to-month,no,credit card (automatic),59.98,3058.98,,2015-01-01,2027-09-20 06:10:31.017452,22789.0,no,unknown,no,yes,no,yes,38312,33667,1,1,0
c101011,female,0,n,no,120.0,yes,yes,fiber optic,month-to-month,yes,cheque,36.64,4396.8,,2020-07-19,2032-05-03 18:17:54.124094,51348.0,no,no,no,no,yes,no,36286,31979,1,0,0
c105454,male,0,no,no,97.0,no,no,none,one year,yes,credit card (automatic),56.48,5478.56,,2023-05-02,2030-03-06 16:46:50.076815,23602.0,no,no,no,unknown,no,yes,35269,32768,1,0,0
c101067,male,0,no,unknown,79.0,yes,no,no,month-to-month,no,electronic check,87.2,6888.8,,2015-01-01,2015-01-01 00:00:00.000000,90048.0,no,no,yes,no,unknown,no,38312,38312,1,1,1
c101991,male,0,yes,no,4.0,yes,unknown,no,one year,no,electronic check,75.05,300.2,,2015-01-01,2015-10-15 06:20:44.193289,65947.0,no,no,yes,no,no,yes,38312,38025,1,1,0
c103970,female,0,yes,no,78.0,n,no,fiber optic,two year,yes,bank transfer (automatic),115.05,8973.9,,2021-05-25,2028-12-13 00:07:09.751229,34136.0,no,yes,yes,no,no,no,35976,33217,1,0,0
c107700,female,0,yes,yes,27.0,yes,no,fiber optic,annual,yes,electronic check,54.79,1479.33,,2015-01-01,2017-05-30 12:03:19.388629,96641.0,no,no,no,no,no,yes,38312,37432,1,1,0
c107016,female,0,n,yes,85.0,yes,no,none,month-to-month,yes,cheque,64.99,5524.15,,2015-01-01,2027-11-17 23:45:38.234871,86268.0,yes,no,unknown,no,yes,unknown,38312,33608,1,1,0
c103867,female,0,no,no,16.0,yes,yes,fiber optic,two year,no,mailed check,56.6,905.6,,2017-08-20,2018-11-27 03:59:56.482623,unknown,no,no,no,unknown,yes,yes,37350,36886,1,0,0
c107184,male,0,yes ?,no,49.0,yes,no phone service,fiber optic,month-to-month,yes,bank transfer (automatic),72.4,3547.6,,2017-10-05,2021-10-19 12:58:17.955769,83826.0,yes,no,yes,no,unknown,yes,37304,35829,1,0,0
c103048,female,0,no,no,69.0,no,unknown,dsl,month-to-month,yes,credit card (automatic),27.51,1898.19,,2017-05-23,2023-04-26 22:54:11.845663,30072.0,no,no,unknown,yes,yes,yes,37439,35274,1,0,0
c100781,male,no,no,no,112.0,yes,no phone service,dsl,month-to-month,yes,electronic check,63.1,7067.2,,2019-01-27,2019-01-27 00:00:00.000000,36214.0,no,no,no,no,unknown,no,36825,36825,1,0,0
c107808,female,no,yes,no,59.0,yes,no phone service,dsl ®,one year,yes,bank transfer (automatic),72.54,2393.82,,2017-05-10,2021-01-11 19:59:54.917793,33323.0,no,no,yes,no,no,no,37452,36109,1,0,0
c101749,male,no,no,yes,50.0,no,yes,no,two year,yes,electronic check,79.71,3985.5,,2020-09-04,2024-01-23 23:34:57.909988,unknown,no,no,no,no,no,yes,36239,35002,1,0,0
c102791,female,0,n,no,35.0,yes,yes,fiber,two year,yes,electronic check,61.19,2141.65,,2015-01-01,2023-08-24 12:18:40.891321,96073.0,no,no,no,no,unknown,yes,38312,35155,1,1,0
c101091,female,0,no,none,64.0,yes,no phone service,dsl,annual,yes,electronic check,70.83,4245.12,,2016-01-19,2020-05-04 10:08:51.837754,89020.0,unknown,yes,unknown,no,no,unknown,37929,36362,1,0,0
c106844,female,0,yes,unknown,8.0,yes,no,none,month-to-month,yes,bank transfer (automatic),51.21,409.68,,2016-07-30,2017-05-11 03:58:32.629125,45669.0,no,no,no,unknown,unknown,unknown,37736,37451,1,0,0
c106804,female,0,no,unknown,101.0,yes,yes,dsl,two year,yes,bank transfer (automatic),47.47,4794.47,,2018-12-27,2018-12-27 00:00:00.000000,33828.0,no,yes,no,no,unknown,unknown,36856,36856,1,0,0
c106853,female,0,no,yes,30.0,no,no phone service,fiber optic,month-to-month,yes,electronic check,62.67,1880.1,,2020-10-12,2020-10-12 00:00:00.000000,71850.0,no,yes,no,yes,yes,no,36201,36201,1,0,0
c106531,female,yes,no,no,62.0,no,yes,no,one year,no,electronic check,79.55,4932.1,,2015-09-20,2021-03-07 17:01:58.560862,70890.0,yes,no,no,no,no,no,38050,36054,1,0,0
c102608,male,1,no,no,37.0,yes,no,no,two year,no,electronic check,100.08,3702.96,,2015-01-01,2021-09-28 15:46:30.266682,69373.0,no,unknown,yes,no,unknown,no,38312,35849,1,1,0
c107067,male,1,yes,no,27.0,yes,yes,no,two year,no,electronic check,35.5,958.5,,2023-09-21,2023-09-21 00:00:00.000000,42905.0,no,no,no,no,yes,no,35127,35127,1,0,0
c102290,male,0,no,no,11.0,yes,no phone service,no,month-to-month,yes,mailed check,72.56,798.16,,2018-08-13,2019-07-23 11:24:30.467346,54588.0,no,no,no,no,no,no,36992,36648,1,0,0
c101727,female,0,yes,yes,29.0,yes,yes,fiber optic,month-to-month,no,unknown,74.73,2167.17,,2023-08-05,2026-01-23 17:26:47.425219,unknown,no,no,no,no,unknown,yes,35174,34271,1,0,0
c100610,male,0,yes,no,77.0,yes,yes,no,month-to-month,n,bank transfer (automatic),69.43,5346.11,,2015-01-01,2030-05-29 06:53:03.036487,33414.0,unknown,no,yes,no,yes,no,38312,32685,1,1,0
c100343,female,0,y,no,111.0,yes,yes,dsl,month-to-month,yes,mailed check,76.53,8494.83,,2015-01-01,2015-01-01 00:00:00.000000,18309.0,no,no,yes,no,no,unknown,38312,38312,1,1,1
c105634,male,1,yes,no,102.0,yes,no,dsl,month-to-month,yes,credit card (automatic),115.27,3500.385,,2022-09-15,2029-08-10 17:03:35.745660,13432.0,no,no,no,unknown,no,unknown,35498,32976,1,0,0
c106280,female,no,no,yes,98.0,no,no,dsl,month-to-month,yes,electronic check,50.25,4924.5,,2015-01-01,2028-06-30 21:09:18.219769,15665.0,no,no,yes,no,yes,unknown,38312,33382,1,1,0
c103750,female,0,no,yes,59.0,yes,unknown,dsl,month-to-month,no,bank transfer (automatic),32.89,3500.385,,2021-11-29,2026-01-17 12:32:14.113407,unknown,no,unknown,no,no,yes,yes,35788,34278,1,0,0
c105767,male,0,n,no,63.0,yes,no,fiber optic,month-to-month,no,bank transfer (automatic),86.93,3500.385,,2023-10-10,2023-10-10 00:00:00.000000,57290.0,no,unknown,no,no,yes,unknown,35108,35108,1,0,0
c107484,female,1,yes,no,20.0,n,unknown,fiber optic,one year,yes,unknown,82.48,1649.6,,2016-04-26,2017-09-27 07:19:18.839964,20653.0,no,yes,unknown,yes,yes,no,37831,37312,1,0,0
c103215,male,0,yes,no,3.0,yes,yes,fiber optic,month-to-month,yes,bank transfer (automatic),90.0,270.0,,2017-01-11,2017-01-11 00:00:00.000000,60617.0,no,no,no,no,yes,no,37571,37571,1,0,0
c100097,female,0,no,unknown,99.0,yes,yes,none,month-to-month,no,credit card (automatic),52.99,5246.01,,2021-10-08,2029-12-01 08:07:35.734035,21593.0,no,yes,yes,no,no,unknown,35840,32864,1,0,0
c105065,male,1,no,no,59.0,yes,no phone service,no,month-to-month,yes,electronic check,88.25,88161.75,,2017-04-20,2084-03-14 19:00:56.387811,888.0,no,unknown,unknown,yes,yes,no,37472,13036,1,0,0
c101537,male,0,yes,no,33.0,no,yes,dsl,two year,yes,electronic check,70.73,2334.09,,2015-01-01,2018-11-16 18:36:19.762520,65519.0,no,no,no,no,no,no,38312,36896,1,1,0
c103588,male ?,0,no,unknown,59.0,yes,no phone service,dsl,month-to-month,no,mailed check,86.43,2679.33,,2018-01-10,2022-02-24 08:19:55.787444,unknown,yes,unknown,no,yes,yes,no,37207,35701,1,0,0
c103648,male,0,no,no,96.0,yes,yes,no,month-to-month,yes,mailed check,82.59,7928.64,,2015-01-01,2030-11-08 08:57:08.811838,84424.0,yes,no,yes,no,yes,unknown,38312,32522,1,1,0
c107494,female,0,no,yes,20.0,no,no phone service,fiber optic,one year,no,electronic check,30.14,602.8,,2021-08-25,2023-06-17 15:08:18.223311,34918.0,no,no,unknown,yes,no,no,35884,35223,1,0,0
c104990,female,no,no,no,4.0,no,no phone service,none,month-to-month,no,electronic check,93.36,373.44,,2015-01-01,2021-11-30 20:35:40.063832,63688.0,no,yes,no,unknown,unknown,no,38312,35786,1,1,0
c101517,female,1,no,no,50.0,no,no,dsl,month-to-month,no,credit card (automatic),56.29,2814.5,,2015-01-01,2025-02-28 02:37:32.408634,20503.0,yes,no,no,unknown,yes,yes,38312,34601,1,1,0
c107086,female,1,no,unknown,53.0,yes,yes,dsl,two year,yes,electronic check,30.35,1608.55,,2017-03-19,2020-12-24 07:04:13.468290,10553.0,no,no,no,unknown,no,yes,37504,36128,1,0,0
c104624,female,0,no,no,113.0,yes,no,none,month-to-month,yes,mailed check,45.81,5176.53,,2022-12-01,2022-12-01 00:00:00.000000,17710.0,no,yes,no,no,no,no,35421,35421,1,0,0
c104272,male,no,no,no,23.0,yes,yes,dsl,month-to-month,no,bank transfer (automatic),50.2,1154.6,,2015-05-17,2016-12-09 05:41:53.250930,34396.0,unknown,unknown,no,no,no,no,38176,37604,1,0,0
c103669,female,0,yes,no,59.0,yes,no phone service,dsl,two year,yes,bank transfer (automatic),53.04,52986.96,,2015-01-01,2092-03-15 22:45:35.402734,18015.0,no,unknown,unknown,unknown,no,unknown,38312,10113,1,1,0
c102090,male,0,no,no,11.0,yes,no,dsl,month-to-month,no,electronic check,71.6,787.6,,2016-08-14,2017-07-05 06:16:18.840186,23597.0,unknown,yes,no,yes,no,no,37721,37396,1,0,0
c100572,female,0,yes  ?,no,120.0,no,no,dsl,one year,no,mailed check,64.47,7736.4,,2015-01-01,2015-01-01 00:00:00.000000,30447.0,no,no,no,no,unknown,no,38312,38312,1,1,1
c107321,male,1,no,yes,18.0,yes,no,fiber optic,month-to-month,no,bank transfer (automatic),71.78,1292.04,,2015-01-01,2024-07-12 18:09:29.000581,20240.0,unknown,no,no,no,unknown,no,38312,34831,1,1,0
c106577,female,0,no,yes,22.0,no,no,dsl,month-to-month,y,bank transfer (automatic),68.68,3500.385,,2015-01-01,2020-12-25 02:02:33.745213,unknown,yes,no,unknown,no,no,unknown,38312,36127,1,1,0
c106683,female,0,yes,no,4.0,no,no phone service,fiber optic,month-to-month,yes,electronic check,26.54,3500.385,,2018-01-07,2018-05-29 20:08:29.516432,28377.0,yes,no,unknown,no,yes,no,37210,37067,1,0,0
c103062,male,no,yes,no,95.0,yes,no phone service,dsl ®,two year,yes,mailed check,70.83,6563.55,,2023-07-11,2023-07-11 00:00:00.000000,20518.0,unknown,yes,no,unknown,no,no,35199,35199,1,0,0
c105108,male,yes,yes,no,78.0,yes,multiple,fiber optic,one year,yes,credit card (automatic),46.76,3647.28,,2021-08-01,2027-02-07 01:29:44.855070,12216.0,no,no,no,no,yes,no,35908,33892,1,0,0
c105833,female,yes,no,no,47.0,no,multiple,fiber optic,month-to-month,yes,electronic check,53.36,2507.92,,2015-01-01,2019-07-02 16:10:29.705219,3705.0,yes,unknown,no,no,no,yes,38312,36668,1,1,0
c106674,male,0,no,no,49.0,yes,no phone service,fiber optic,month-to-month,no,bank transfer (automatic),6.19,3500.385,,2022-01-15,2026-04-28 22:29:57.932697,unknown,unknown,unknown,unknown,no,unknown,yes,35741,34176,1,0,0
c105220,female,0,yes,yes,5.0,no,multiple,fiber,month-to-month,no,bank transfer (automatic),70.2,351.0,,2015-01-01,2018-10-18 05:46:07.396197,73652.0,no,unknown,no,yes,no,no,38312,36926,1,1,0
c106259,male,0,n,unknown,110.0,no,no phone service,no,one year,no,electronic check,77.36,8509.6,,2019-08-16,2029-12-05 23:14:25.024033,73379.0,unknown,no,no,no,no,no,36624,32859,1,0,0
c104479,male,0,yes,yes,44.0,no,no,dsl,month-to-month,no,credit card (automatic),16.29,716.76,,2015-01-01,2023-01-21 03:24:29.363967,23491.0,no,yes,no,yes,no,no,38312,35370,1,1,0
c100370,male,0,no,no,94.0,yes,yes,fiber optic,month-to-month,no,mailed check,102.56,3500.385,,2019-10-31,2026-06-22 15:03:28.482539,74001.0,yes,no,no,yes,unknown,no,36548,34122,1,0,0
c101938,male,no,no,no,2.0,yes,no,unknown,month-to-month,yes,electronic check,70.75,141.5,,2016-12-28,2017-02-14 08:54:35.439117,34478.0,unknown,yes,no,yes,no,yes,37585,37537,1,0,0
c105702,male,1,no,no,59.0,no,no phone service,dsl,one year,yes,bank transfer (automatic),61.39,61328.61,,2023-06-06,2119-11-24 15:16:23.698352,95748.0,unknown,no,unknown,unknown,no,no,35234,0,0,0,0
c106948,female,0,yes,no,101.0,yes,no phone service,no,month-to-month,no,credit card (automatic),60.76,6136.76,,2015-01-01,2024-04-07 07:45:18.831902,64791.0,yes,unknown,unknown,yes,yes,no,38312,34928,1,1,0
c103670,male,0,yes,no,103.0,y,no phone service,none,month-to-month,yes,credit card (automatic),118.59,12214.77,,2019-06-20,2027-06-22 14:34:56.377118,29508.0,unknown,no,no,no,no,yes,36681,33757,1,0,0
c103652,female,0,no,no,57.0,yes,yes,dsl,month-to-month,yes,credit card (automatic),66.14,3769.98,,2015-07-12,2020-06-17 03:19:55.773237,93124.0,no,unknown,no,no,unknown,no,38120,36318,1,0,0
c102361,female,no,no,no,4.0,yes,no,fiber optic,month-to-month,yes,credit card (automatic),34.26,137.04,,2020-01-30,2020-06-09 16:38:01.845633,25226.0,yes,unknown,no,yes,unknown,no,36457,36325,1,0,0
c104260,male,yes,yes,no,112.0,no,no phone service,dsl,month-to-month,yes,electronic check,135.88,15218.56,,2015-01-01,2027-04-26 14:37:51.452205,60464.0,no,no,no,no,unknown,no,38312,33814,1,1,0
c107126,male,1,yes,no,75.0,yes,no phone service,no,month-to-month,no,credit card (automatic),62.66,4699.5,,2016-04-15,2023-03-09 16:51:30.065168,76846.0,unknown,yes,no,yes,no,no,37842,35322,1,0,0
c107255,male,no,yes,yes,75.0,n,no phone service,fiber optic,one year,no,credit card (automatic),68.78,3500.385,,2019-05-24,2026-07-11 20:05:32.975732,10449.0,no,yes,yes,no,unknown,no,36708,34102,1,0,0
c103737,male,1,no,no,15.0,yes,yes,dsl,month-to-month,no,electronic check,5.12,76.8,,2015-01-01,2017-08-30 10:26:32.231526,34017.0,no,no,no,no,yes,yes,38312,37340,1,1,0
c107311,male,1,y,unknown,75.0,yes,no,fiber,month-to-month,no,electronic check,40.59,3044.25,,2017-05-09,2017-05-09 00:00:00.000000,9900.0,yes,no,no,yes,no,unknown,37453,37453,1,0,0
c105558,female ?,0,yes  ?,no,91.0,yes,no phone service,no,month-to-month,no,credit card (automatic),99.78,9079.98,,2017-09-01,2024-06-10 22:05:25.219064,2182.0,no,no,no,no,yes,yes,37338,34863,1,0,0
c107657,female,yes,no,yes,62.0,yes,unknown,dsl,month-to-month,yes,electronic check,70.83,5473.36,,2023-07-26,2023-07-26 00:00:00.000000,59391.0,yes,unknown,unknown,no,no,no,35184,35184,1,0,0
c101171,female,no,yes,no,28.0,no,multiple,fiber optic,one year,no,mailed check,25.5,3500.385,,2021-11-21,2021-11-21 00:00:00.000000,35518.0,no,yes,no,unknown,yes,unknown,35796,35796,1,0,0
c105247,female,0,yes,no,7.0,yes,yes,no,month-to-month,no,mailed check,79.23,554.61,,2022-04-01,2022-10-02 15:49:04.113385,11344.0,no,yes,no,no,no,no,35665,35480,1,0,0
c101422,male,0,yes,none,65.0,yes,no phone service,fiber,two year,yes,mailed check,90.06,5853.9,,2015-01-01,2015-01-01 00:00:00.000000,2163.0,no,no,no,unknown,no,no,38312,38312,1,1,1
c107224,female,0,yes,no,45.0,yes,no phone service,no,month-to-month,no,electronic check,106.53,4793.85,,2021-01-05,2024-05-13 03:27:08.791329,unknown,unknown,yes,yes,no,yes,yes,36116,34892,1,0,0
c107087,male,0,no,no,93.0,y,no phone service,fiber optic,two year,no,electronic check,90.67,3500.385,,2015-01-01,2027-05-22 07:00:10.734188,60988.0,no,no,no,no,no,no,38312,33788,1,1,0
c107250,female,0,no,no,71.0,no,multiple,no,month-to-month,yes,bank transfer (automatic),88.14,6257.94,,2015-01-01,2028-02-20 06:57:22.827915,21652.0,no,yes,yes,no,no,no,38312,33514,1,1,0
c100874,male,no,no,yes,1.0,yes,no phone service,dsl,month-to-month,yes,bank transfer (automatic),40.33,40.33,,2015-01-01,2022-11-07 12:56:34.921761,94794.0,no,unknown,no,no,no,no,38312,35445,1,1,0
c102297,male,0,no,yes,59.0,yes,multiple,no,two year,yes,credit card (automatic),56.34,2591.64,,2016-12-16,2022-05-07 14:49:36.531624,29172.0,no,yes,unknown,unknown,yes,unknown,37597,35629,1,0,0
c102643,female,no,no,none,30.0,yes,no phone service,no,one year,no,electronic check,95.57,2867.1,,2015-01-01,2022-03-09 11:58:35.397964,58690.0,no,unknown,no,no,no,no,38312,35688,1,1,0
c107993,female,0,no,no,98.0,yes,no,unknown,one year,no,credit card (automatic),127.76,12520.48,,2017-02-24,2026-02-05 14:16:47.997946,76273.0,no,no,yes,yes,no,no,37527,34259,1,0,0
c100840,male,0,no,no,32.0,yes ✅,yes,fiber optic,month-to-month,yes,electronic check,25.63,820.16,,2019-04-02,2022-01-15 04:17:08.845261,68267.0,no,unknown,no,no,yes,yes,36760,35741,1,0,0
c100581,female,0,no,yes,15.0,yes,multiple,dsl,month-to-month,no,electronic check,53.45,801.75,,2022-07-28,2022-07-28 00:00:00.000000,5182.0,yes,yes,no,no,no,yes,35547,35547,1,0,0
c100204,male,1,no,no,94.0,yes,no,no,two year,yes,electronic check,14.13,3500.385,,2020-07-18,2028-12-29 17:03:59.325588,2085.0,yes,no,yes,unknown,yes,yes,36287,33200,1,0,0
c101641,female,0,no,no,5.0,no,yes,fiber optic,one year,no,mailed check,-4.96,-24.8,,2015-01-01,2024-05-24 16:06:53.789652,50513.0,no,no,yes,no,no,yes,38312,34880,1,1,0
c102014,male,0,yes,no,45.0,no,yes,fiber optic,month-to-month,yes,cheque,103.23,3500.385,,2015-01-01,2015-01-01 00:00:00.000000,81383.0,yes,no,no,yes,no,yes,38312,38312,1,1,1
c103253,male,no,no,no,78.0,no,yes,dsl,two year,no,electronic check,86.29,6730.62,,2018-02-07,2024-08-29 20:07:55.331777,16631.0,unknown,no,no,no,no,no,37179,34783,1,0,0
c107285,male,1,no,no,25.0,yes,yes,fiber optic,month-to-month,yes,credit card (automatic),49.73,1243.25,,2015-01-01,2023-01-07 00:14:02.861110,40949.0,yes,no,yes,no,yes,yes,38312,35384,1,1,0
c100905,female,1,no,no,55.0,no,no phone service,fiber optic,one year,yes,mailed check,99.58,3500.385,,2023-08-25,2023-08-25 00:00:00.000000,58169.0,no,yes,no,yes,yes,no,35154,35154,1,0,0
c100631,female,0,no,unknown,120.0,no,yes,none,month-to-month,yes,electronic check,81.86,9823.2,,2023-01-27,2023-01-27 00:00:00.000000,44503.0,no,no,no,yes,yes,no,35364,35364,1,0,0
c105716,male,0,yes,yes,39.0,yes,no,no,month-to-month,yes,cheque,89.8,3502.2,,2015-01-01,2015-01-01 00:00:00.000000,unknown,yes,no,no,no,no,yes,38312,38312,1,1,1
c105171,male,0,no,no,108.0,yes,no phone service,dsl,month-to-month,no,electronic check,84.98,9177.84,,2020-12-03,2029-03-12 07:18:58.873129,16302.0,yes,no,no,yes,no,no,36149,33128,1,0,0
c101974,female,0,no,no,50.0,no,no phone service,fiber optic,one year,yes,electronic check,90.18,4509.0,,2020-03-29,2024-04-24 21:31:18.749076,49250.0,unknown,no,no,unknown,unknown,unknown,36398,34910,1,0,0
c100162,female,0,no,no,3.0,n,no,dsl,month-to-month,yes,bank transfer (automatic),131.94,395.82,,2018-12-03,2019-02-23 19:55:44.297609,82634.0,no,no,yes,no,no,no,36880,36797,1,0,0
c105499,female,1,no,yes,76.0,yes,unknown,fiber optic,month-to-month,no,mailed check,107.89,3500.385,,2015-01-01,2015-01-01 00:00:00.000000,47996.0,no,no,no,unknown,unknown,yes,38312,38312,1,1,1
c107232,male,no,no,yes,38.0,yes,unknown,dsl ®,unknown,yes,bank transfer (automatic),77.48,2944.24,,2016-01-18,2019-06-18 00:09:28.608160,41301.0,no,yes,no,yes,no,no,37930,36683,1,0,0
c105129,female,0,y,yes,87.0,y,no phone service,dsl,month-to-month,no,electronic check,94.56,8226.72,,2021-07-02,2021-07-02 00:00:00.000000,63253.0,unknown,no,unknown,no,yes,no,35938,35938,1,0,0
c104713,male,0,no,no,15.0,yes,yes,no,month-to-month,no,electronic check,56.46,846.9,,2015-01-01,2020-12-31 15:56:33.414671,73914.0,no,no,no,no,no,no,38312,36120,1,1,0
c100875,male,0,no,no,10.0,yes,no,fiber optic,month-to-month,yes,mailed check,38.0,380.0,,2023-10-24,2024-10-12 00:25:28.440468,22183.0,no,yes,yes,yes,unknown,yes,35094,34740,1,0,0
c101431,male,0,no,yes,21.0,no,no,dsl,one year,yes,credit card (automatic),70.83,741.51,,2015-01-01,2017-10-24 01:07:17.135915,63272.0,yes,unknown,no,unknown,unknown,no,38312,37285,1,1,0
c104643,male,yes,yes,no,99.0,y,no phone service,fiber optic,one year,no,electronic check,85.25,8439.75,,2019-02-12,2026-04-14 22:30:20.602125,60586.0,no,no,no,unknown,no,yes,36809,34190,1,0,0
c106778,female,0,n,none,46.0,no,unknown,dsl,one year,yes,electronic check,70.83,3085.22,,2016-05-24,2020-07-13 13:28:09.747825,76044.0,unknown,unknown,yes,yes,no,unknown,37803,36292,1,0,0
